datetime,pickups1,pickups17_lag1,pickups17_lag2,pickups1_lag1,pickups1_lag2,pickups21_lag1,pickups21_lag2,pickups28_lag1,pickups28_lag2,temp,prcp,fog,rain_drizzle,time_of_day_afternoon,time_of_day_afternoon rush,time_of_day_evening,time_of_day_lunch time,time_of_day_morning,time_of_day_morning rush,time_of_day_night,is_weekend
2016-01-01 04:15:00,168,441.0,432.0,165.0,173.0,162.0,172.0,0.0,5.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 04:30:00,89,385.0,441.0,168.0,165.0,119.0,162.0,0.0,0.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 04:45:00,100,332.0,385.0,89.0,168.0,103.0,119.0,3.0,0.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 05:00:00,65,252.0,332.0,100.0,89.0,67.0,103.0,2.0,3.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 05:15:00,55,206.0,252.0,65.0,100.0,50.0,67.0,3.0,2.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 05:30:00,58,211.0,206.0,55.0,65.0,53.0,50.0,2.0,3.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 05:45:00,40,141.0,211.0,58.0,55.0,49.0,53.0,4.0,2.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 06:00:00,47,136.0,141.0,40.0,58.0,49.0,49.0,1.0,4.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 06:15:00,52,128.0,136.0,47.0,40.0,45.0,49.0,0.0,1.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 06:30:00,31,134.0,128.0,52.0,47.0,36.0,45.0,5.0,0.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 06:45:00,30,130.0,134.0,31.0,52.0,40.0,36.0,4.0,5.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 07:00:00,36,118.0,130.0,30.0,31.0,48.0,40.0,9.0,4.0,40.4,0.03,0,0,0,0,0,0,0,1,0,False
2016-01-01 07:15:00,45,124.0,118.0,36.0,30.0,57.0,48.0,7.0,9.0,40.4,0.03,0,0,0,0,0,0,0,1,0,False
2016-01-01 07:30:00,44,106.0,124.0,45.0,36.0,59.0,57.0,6.0,7.0,40.4,0.03,0,0,0,0,0,0,0,1,0,False
2016-01-01 07:45:00,24,106.0,106.0,44.0,45.0,46.0,59.0,2.0,6.0,40.4,0.03,0,0,0,0,0,0,0,1,0,False
2016-01-01 08:00:00,46,105.0,106.0,24.0,44.0,56.0,46.0,15.0,2.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 08:15:00,42,121.0,105.0,46.0,24.0,61.0,56.0,32.0,15.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 08:30:00,42,109.0,121.0,42.0,46.0,69.0,61.0,33.0,32.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 08:45:00,54,105.0,109.0,42.0,42.0,76.0,69.0,31.0,33.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 09:00:00,48,126.0,105.0,54.0,42.0,72.0,76.0,26.0,31.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 09:15:00,56,147.0,126.0,48.0,54.0,90.0,72.0,36.0,26.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 09:30:00,57,154.0,147.0,56.0,48.0,107.0,90.0,47.0,36.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 09:45:00,68,166.0,154.0,57.0,56.0,88.0,107.0,36.0,47.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 10:00:00,78,172.0,166.0,68.0,57.0,139.0,88.0,50.0,36.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 10:15:00,76,213.0,172.0,78.0,68.0,136.0,139.0,59.0,50.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 10:30:00,114,205.0,213.0,76.0,78.0,155.0,136.0,61.0,59.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 10:45:00,106,230.0,205.0,114.0,76.0,141.0,155.0,38.0,61.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 11:00:00,146,267.0,230.0,106.0,114.0,170.0,141.0,84.0,38.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 11:15:00,116,278.0,267.0,146.0,106.0,184.0,170.0,59.0,84.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 11:30:00,173,315.0,278.0,116.0,146.0,210.0,184.0,76.0,59.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 11:45:00,193,343.0,315.0,173.0,116.0,261.0,210.0,93.0,76.0,40.4,0.03,0,0,0,0,0,0,1,0,0,False
2016-01-01 12:00:00,207,368.0,343.0,193.0,173.0,265.0,261.0,49.0,93.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 12:15:00,218,406.0,368.0,207.0,193.0,284.0,265.0,51.0,49.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 12:30:00,220,411.0,406.0,218.0,207.0,277.0,284.0,36.0,51.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 12:45:00,232,363.0,411.0,220.0,218.0,270.0,277.0,69.0,36.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 13:00:00,234,366.0,363.0,232.0,220.0,270.0,270.0,65.0,69.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 13:15:00,262,378.0,366.0,234.0,232.0,283.0,270.0,109.0,65.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 13:30:00,258,403.0,378.0,262.0,234.0,279.0,283.0,118.0,109.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 13:45:00,252,386.0,403.0,258.0,262.0,324.0,279.0,69.0,118.0,40.4,0.03,0,0,0,0,0,1,0,0,0,False
2016-01-01 14:00:00,268,413.0,386.0,252.0,258.0,337.0,324.0,98.0,69.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 14:15:00,266,401.0,413.0,268.0,252.0,357.0,337.0,127.0,98.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 14:30:00,268,430.0,401.0,266.0,268.0,338.0,357.0,154.0,127.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 14:45:00,234,467.0,430.0,268.0,266.0,403.0,338.0,150.0,154.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 15:00:00,257,465.0,467.0,234.0,268.0,350.0,403.0,121.0,150.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 15:15:00,271,415.0,465.0,257.0,234.0,344.0,350.0,151.0,121.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 15:30:00,251,446.0,415.0,271.0,257.0,384.0,344.0,93.0,151.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 15:45:00,242,438.0,446.0,251.0,271.0,357.0,384.0,101.0,93.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 16:00:00,234,458.0,438.0,242.0,251.0,389.0,357.0,87.0,101.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 16:15:00,222,409.0,458.0,234.0,242.0,364.0,389.0,110.0,87.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 16:30:00,215,407.0,409.0,222.0,234.0,314.0,364.0,133.0,110.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 16:45:00,203,392.0,407.0,215.0,222.0,335.0,314.0,110.0,133.0,40.4,0.03,0,0,1,0,0,0,0,0,0,False
2016-01-01 17:00:00,192,343.0,392.0,203.0,215.0,330.0,335.0,130.0,110.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 17:15:00,223,372.0,343.0,192.0,203.0,315.0,330.0,168.0,130.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 17:30:00,234,434.0,372.0,223.0,192.0,303.0,315.0,120.0,168.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 17:45:00,203,408.0,434.0,234.0,223.0,386.0,303.0,136.0,120.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 18:00:00,227,434.0,408.0,203.0,234.0,364.0,386.0,158.0,136.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 18:15:00,186,443.0,434.0,227.0,203.0,353.0,364.0,138.0,158.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 18:30:00,190,429.0,443.0,186.0,227.0,327.0,353.0,138.0,138.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 18:45:00,203,481.0,429.0,190.0,186.0,346.0,327.0,110.0,138.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 19:00:00,224,426.0,481.0,203.0,190.0,324.0,346.0,103.0,110.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 19:15:00,184,469.0,426.0,224.0,203.0,280.0,324.0,109.0,103.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 19:30:00,152,437.0,469.0,184.0,224.0,344.0,280.0,109.0,109.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 19:45:00,157,436.0,437.0,152.0,184.0,274.0,344.0,148.0,109.0,40.4,0.03,0,0,0,1,0,0,0,0,0,False
2016-01-01 20:00:00,139,447.0,436.0,157.0,152.0,254.0,274.0,106.0,148.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 20:15:00,125,368.0,447.0,139.0,157.0,229.0,254.0,78.0,106.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 20:30:00,151,377.0,368.0,125.0,139.0,228.0,229.0,90.0,78.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 20:45:00,141,356.0,377.0,151.0,125.0,210.0,228.0,113.0,90.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 21:00:00,117,358.0,356.0,141.0,151.0,185.0,210.0,146.0,113.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 21:15:00,105,347.0,358.0,117.0,141.0,242.0,185.0,128.0,146.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 21:30:00,101,345.0,347.0,105.0,117.0,350.0,242.0,109.0,128.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 21:45:00,128,466.0,345.0,101.0,105.0,247.0,350.0,70.0,109.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 22:00:00,119,407.0,466.0,128.0,101.0,226.0,247.0,123.0,70.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 22:15:00,102,492.0,407.0,119.0,128.0,182.0,226.0,123.0,123.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 22:30:00,91,436.0,492.0,102.0,119.0,280.0,182.0,85.0,123.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 22:45:00,86,668.0,436.0,91.0,102.0,201.0,280.0,118.0,85.0,40.4,0.03,0,0,0,0,1,0,0,0,0,False
2016-01-01 23:00:00,96,629.0,668.0,86.0,91.0,149.0,201.0,77.0,118.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 23:15:00,99,509.0,629.0,96.0,86.0,234.0,149.0,68.0,77.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 23:30:00,83,403.0,509.0,99.0,96.0,178.0,234.0,144.0,68.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-01 23:45:00,113,395.0,403.0,83.0,99.0,144.0,178.0,126.0,144.0,40.4,0.03,0,0,0,0,0,0,0,0,1,False
2016-01-02 00:00:00,79,345.0,395.0,113.0,83.0,141.0,144.0,88.0,126.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 00:15:00,102,372.0,345.0,79.0,113.0,146.0,141.0,58.0,88.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 00:30:00,66,327.0,372.0,102.0,79.0,125.0,146.0,57.0,58.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 00:45:00,89,299.0,327.0,66.0,102.0,125.0,125.0,10.0,57.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 01:00:00,71,275.0,299.0,89.0,66.0,80.0,125.0,3.0,10.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 01:15:00,59,275.0,275.0,71.0,89.0,109.0,80.0,4.0,3.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 01:30:00,52,254.0,275.0,59.0,71.0,125.0,109.0,4.0,4.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 01:45:00,57,202.0,254.0,52.0,59.0,71.0,125.0,3.0,4.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 02:00:00,41,189.0,202.0,57.0,52.0,60.0,71.0,22.0,3.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 02:15:00,21,163.0,189.0,41.0,57.0,112.0,60.0,16.0,22.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 02:30:00,35,163.0,163.0,21.0,41.0,61.0,112.0,1.0,16.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 02:45:00,17,141.0,163.0,35.0,21.0,30.0,61.0,0.0,1.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 03:00:00,29,122.0,141.0,17.0,35.0,48.0,30.0,0.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 03:15:00,18,153.0,122.0,29.0,17.0,23.0,48.0,0.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 03:30:00,21,147.0,153.0,18.0,29.0,24.0,23.0,0.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 03:45:00,23,145.0,147.0,21.0,18.0,20.0,24.0,2.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 04:00:00,14,166.0,145.0,23.0,21.0,18.0,20.0,4.0,2.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 04:15:00,28,189.0,166.0,14.0,23.0,24.0,18.0,1.0,4.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 04:30:00,17,188.0,189.0,28.0,14.0,27.0,24.0,1.0,1.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 04:45:00,13,123.0,188.0,17.0,28.0,20.0,27.0,2.0,1.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 05:00:00,15,88.0,123.0,13.0,17.0,14.0,20.0,0.0,2.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 05:15:00,8,90.0,88.0,15.0,13.0,17.0,14.0,7.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 05:30:00,20,62.0,90.0,8.0,15.0,19.0,17.0,0.0,7.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 05:45:00,18,60.0,62.0,20.0,8.0,20.0,19.0,0.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 06:00:00,14,49.0,60.0,18.0,20.0,21.0,20.0,5.0,0.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 06:15:00,24,55.0,49.0,14.0,18.0,18.0,21.0,8.0,5.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 06:30:00,16,54.0,55.0,24.0,14.0,27.0,18.0,3.0,8.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 06:45:00,30,70.0,54.0,16.0,24.0,37.0,27.0,3.0,3.0,35.8,0.0,0,0,0,0,0,0,0,0,1,True
2016-01-02 07:00:00,24,78.0,70.0,30.0,16.0,46.0,37.0,4.0,3.0,35.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-02 07:15:00,37,86.0,78.0,24.0,30.0,42.0,46.0,4.0,4.0,35.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-02 07:30:00,35,80.0,86.0,37.0,24.0,42.0,42.0,5.0,4.0,35.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-02 07:45:00,30,81.0,80.0,35.0,37.0,69.0,42.0,13.0,5.0,35.8,0.0,0,0,0,0,0,0,0,1,0,True
2016-01-02 08:00:00,49,96.0,81.0,30.0,35.0,70.0,69.0,31.0,13.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 08:15:00,34,119.0,96.0,49.0,30.0,81.0,70.0,38.0,31.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 08:30:00,60,135.0,119.0,34.0,49.0,100.0,81.0,32.0,38.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 08:45:00,70,144.0,135.0,60.0,34.0,113.0,100.0,66.0,32.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 09:00:00,83,172.0,144.0,70.0,60.0,126.0,113.0,59.0,66.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 09:15:00,76,183.0,172.0,83.0,70.0,124.0,126.0,90.0,59.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 09:30:00,101,215.0,183.0,76.0,83.0,145.0,124.0,81.0,90.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 09:45:00,104,253.0,215.0,101.0,76.0,171.0,145.0,85.0,81.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 10:00:00,108,280.0,253.0,104.0,101.0,187.0,171.0,144.0,85.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 10:15:00,146,279.0,280.0,108.0,104.0,193.0,187.0,161.0,144.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 10:30:00,153,349.0,279.0,146.0,108.0,233.0,193.0,141.0,161.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 10:45:00,160,336.0,349.0,153.0,146.0,270.0,233.0,146.0,141.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 11:00:00,176,347.0,336.0,160.0,153.0,249.0,270.0,104.0,146.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 11:15:00,190,373.0,347.0,176.0,160.0,256.0,249.0,137.0,104.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 11:30:00,190,399.0,373.0,190.0,176.0,278.0,256.0,98.0,137.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 11:45:00,221,418.0,399.0,190.0,190.0,317.0,278.0,75.0,98.0,35.8,0.0,0,0,0,0,0,0,1,0,0,True
2016-01-02 12:00:00,227,451.0,418.0,221.0,190.0,321.0,317.0,124.0,75.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 12:15:00,240,437.0,451.0,227.0,221.0,344.0,321.0,112.0,124.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 12:30:00,287,454.0,437.0,240.0,227.0,336.0,344.0,89.0,112.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 12:45:00,274,460.0,454.0,287.0,240.0,398.0,336.0,82.0,89.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 13:00:00,255,467.0,460.0,274.0,287.0,404.0,398.0,97.0,82.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 13:15:00,276,452.0,467.0,255.0,274.0,384.0,404.0,94.0,97.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 13:30:00,263,509.0,452.0,276.0,255.0,390.0,384.0,84.0,94.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 13:45:00,269,462.0,509.0,263.0,276.0,429.0,390.0,119.0,84.0,35.8,0.0,0,0,0,0,0,1,0,0,0,True
2016-01-02 14:00:00,251,474.0,462.0,269.0,263.0,358.0,429.0,82.0,119.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 14:15:00,284,447.0,474.0,251.0,269.0,374.0,358.0,97.0,82.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 14:30:00,289,421.0,447.0,284.0,251.0,437.0,374.0,107.0,97.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 14:45:00,274,471.0,421.0,289.0,284.0,397.0,437.0,145.0,107.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 15:00:00,255,476.0,471.0,274.0,289.0,451.0,397.0,164.0,145.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 15:15:00,277,452.0,476.0,255.0,274.0,428.0,451.0,112.0,164.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 15:30:00,243,465.0,452.0,277.0,255.0,422.0,428.0,97.0,112.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 15:45:00,278,493.0,465.0,243.0,277.0,449.0,422.0,109.0,97.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 16:00:00,262,482.0,493.0,278.0,243.0,470.0,449.0,137.0,109.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 16:15:00,263,469.0,482.0,262.0,278.0,474.0,470.0,97.0,137.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 16:30:00,261,478.0,469.0,263.0,262.0,439.0,474.0,103.0,97.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 16:45:00,192,442.0,478.0,261.0,263.0,414.0,439.0,84.0,103.0,35.8,0.0,0,0,1,0,0,0,0,0,0,True
2016-01-02 17:00:00,259,423.0,442.0,192.0,261.0,403.0,414.0,101.0,84.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 17:15:00,251,412.0,423.0,259.0,192.0,389.0,403.0,133.0,101.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 17:30:00,255,412.0,412.0,251.0,259.0,450.0,389.0,152.0,133.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 17:45:00,233,504.0,412.0,255.0,251.0,493.0,450.0,170.0,152.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 18:00:00,213,536.0,504.0,233.0,255.0,466.0,493.0,155.0,170.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 18:15:00,232,513.0,536.0,213.0,233.0,469.0,466.0,145.0,155.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 18:30:00,200,479.0,513.0,232.0,213.0,462.0,469.0,125.0,145.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 18:45:00,242,478.0,479.0,200.0,232.0,487.0,462.0,151.0,125.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 19:00:00,278,497.0,478.0,242.0,200.0,422.0,487.0,158.0,151.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 19:15:00,252,497.0,497.0,278.0,242.0,411.0,422.0,92.0,158.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 19:30:00,198,519.0,497.0,252.0,278.0,432.0,411.0,106.0,92.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 19:45:00,191,563.0,519.0,198.0,252.0,420.0,432.0,117.0,106.0,35.8,0.0,0,0,0,1,0,0,0,0,0,True
2016-01-02 20:00:00,203,494.0,563.0,191.0,198.0,386.0,420.0,168.0,117.0,35.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-02 20:15:00,179,406.0,494.0,203.0,191.0,305.0,386.0,188.0,168.0,35.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-02 20:30:00,165,417.0,406.0,179.0,203.0,302.0,305.0,173.0,188.0,35.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-02 20:45:00,193,413.0,417.0,165.0,179.0,313.0,302.0,68.0,173.0,35.8,0.0,0,0,0,0,1,0,0,0,0,True
2016-01-02 21:00:00,166,437.0,413.0,193.0,165.0,322.0,313.0,108.0,68.0,35.8,0.0,0,0,0,0,1,0,0,0,0,True
